iter	Logloss
454	0.2746175555
455	0.2745644436
456	0.2744945138
457	0.274414708
458	0.2743382934
459	0.2742676145
460	0.2742094556
461	0.2741094047
462	0.274012023
463	0.2739339645
464	0.2738740986
465	0.2738203109
466	0.273768897
467	0.2736937245
468	0.2736457839
469	0.2736012485
470	0.2735123978
471	0.2734193105
472	0.2733065876
473	0.2732741897
474	0.2732190768
475	0.2731564866
476	0.2730713747
477	0.2730135829
478	0.2729327746
479	0.2728334227
480	0.2727313331
481	0.2726751854
482	0.2726056131
483	0.2725604412
484	0.2725010646
485	0.2724248002
486	0.2723525066
487	0.2722890699
488	0.2722507265
489	0.2721792049
490	0.2721075807
491	0.272012244
492	0.2719524705
493	0.2718509942
494	0.2718127847
495	0.2717612288
496	0.2716300831
497	0.2715580755
498	0.2714708424
499	0.2713884059
500	0.2713099454
501	0.2712432594
502	0.2711553947
503	0.2710805469
504	0.2710301059
505	0.270934478
506	0.2708439992
507	0.2707521816
508	0.2706806642
509	0.2706224145
510	0.2705711694
511	0.2705195042
512	0.2704514283
513	0.2703671767
514	0.2702875994
515	0.2702320002
516	0.2701482015
517	0.2700747959
518	0.2699752472
519	0.2698547248
520	0.2697903996
521	0.2697013341
522	0.2696331277
523	0.2695484931
524	0.2694723781
525	0.2693861577
526	0.2693130435
527	0.269240545
528	0.2691712302
529	0.2690986114
530	0.2690131686
531	0.2689308653
532	0.2688258461
533	0.2687516839
534	0.268644467
535	0.2686123902
536	0.2685392018
537	0.2684545646
538	0.2683817987
539	0.2683085906
540	0.2682469946
541	0.2681710322
542	0.2680975697
543	0.267991548
544	0.2679854429
545	0.2678998981
546	0.2678177977
547	0.2677440045
548	0.267702258
549	0.267623256
550	0.2675451154
551	0.2674550148
552	0.2673834973
553	0.267283484
554	0.2672160753
555	0.2671489734
556	0.2670748369
557	0.2669696705
558	0.2668963197
559	0.2668400108
560	0.2667349371
561	0.2666715354
562	0.2666010246
563	0.2665314623
564	0.2664553839
565	0.2663670032
566	0.2662872953
567	0.2662154303
568	0.2661451841
569	0.2660487657
570	0.2659645586
571	0.265910698
572	0.2658035556
573	0.2657453672
574	0.2656394509
575	0.2655695271
576	0.2655052758
577	0.2654192111
578	0.2653274243
579	0.2652592456
580	0.2651535479
581	0.2650914879
582	0.2650287166
583	0.2649508084
584	0.2648577008
585	0.2647687636
586	0.2646898017
587	0.2646072093
588	0.2645480591
589	0.2644751307
590	0.2644143652
591	0.2643510682
592	0.2642797656
593	0.2641979003
594	0.2641166213
595	0.2640408983
596	0.2639852041
597	0.263930306
598	0.2638888452
599	0.2637905911
600	0.2637087876
601	0.2636347634
602	0.2635491191
603	0.2634910022
604	0.2634409282
605	0.2633633421
606	0.2633056239
607	0.2632390816
608	0.2631708454
609	0.2630821548
610	0.2630122685
611	0.2629495657
612	0.2628952912
613	0.2628178286
614	0.2627187603
615	0.2626356316
616	0.2625718344
617	0.2625050694
618	0.2624504578
619	0.2623789755
620	0.2623421654
621	0.2622880204
622	0.2622185172
623	0.2621308133
624	0.2620985894
625	0.2620365058
626	0.2619494091
627	0.2619014263
628	0.2618184848
629	0.2617328887
630	0.2616628811
631	0.2615730092
632	0.2615202853
633	0.2614822205
634	0.2614287761
635	0.2613262993
636	0.2612605585
637	0.2611956561
638	0.2611406917
639	0.2610715966
640	0.2610203497
641	0.2609712301
642	0.2609019745
643	0.2608179136
644	0.2607539739
645	0.2606606674
646	0.2605828074
647	0.2605130676
648	0.2604170184
649	0.2603505725
650	0.2602921309
651	0.2602160224
652	0.2601144267
653	0.2600326537
654	0.2599838643
655	0.2599365422
656	0.2598846747
657	0.2598291778
658	0.2597724016
659	0.2596785255
660	0.2596137021
661	0.2595514382
662	0.2594606421
663	0.2594541448
664	0.2593872513
665	0.2593401011
666	0.2592669684
667	0.2591843184
668	0.2591036274
669	0.2590530569
670	0.2589946174
671	0.258912229
672	0.2588467421
673	0.2588012506
674	0.2587745193
675	0.2587259723
676	0.258654726
677	0.2585231917
678	0.2584210015
679	0.2583238715
680	0.2582486352
681	0.2581469478
682	0.2580997975
683	0.2580199238
684	0.2579469286
685	0.257878212
686	0.257831444
687	0.2577676266
688	0.2577156794
689	0.2576779708
690	0.2576171507
691	0.2575179969
692	0.2574593809
693	0.2573860492
694	0.2572945464
695	0.2572553533
696	0.25717434
697	0.2570795957
698	0.2570192877
699	0.2569464901
700	0.2568711897
701	0.2567688488
702	0.2566721196
703	0.2565636271
704	0.2565089863
705	0.256408109
706	0.2563511325
707	0.2562726795
708	0.2562099352
709	0.2561548182
710	0.256049005
711	0.2559712887
712	0.2558912483
713	0.2558285083
714	0.2557732724
715	0.25572013
716	0.2556403953
717	0.2556015698
718	0.2555649396
719	0.2555112767
720	0.2554393878
721	0.2554114366
722	0.2553330142
723	0.2552612814
724	0.2552025597
725	0.2551498157
726	0.2550592619
727	0.2550124148
728	0.2549477734
729	0.254873815
730	0.2548270678
731	0.2547723925
732	0.2547108963
733	0.2546336281
734	0.2546013419
735	0.2545382405
736	0.2544949853
737	0.2544191879
738	0.2543547655
739	0.254277108
740	0.2541895735
741	0.2541330095
742	0.2540892584
743	0.2540349481
744	0.2539485646
745	0.2538815359
746	0.2537912333
747	0.2537408688
748	0.2536850943
749	0.2536132899
750	0.2535744257
751	0.2535083239
752	0.2534680686
753	0.2534040315
754	0.253351855
755	0.25327046
756	0.2531825017
757	0.2531104051
758	0.2530176515
759	0.25297348
760	0.2529147602
761	0.2528371649
762	0.252786944
763	0.2527059676
764	0.2526327733
765	0.2525704326
766	0.2524940634
767	0.2524568645
768	0.2523831696
769	0.2523618236
770	0.2523455364
771	0.2522590359
772	0.2521908503
773	0.252148007
774	0.252099317
775	0.2520356774
776	0.25197663
777	0.2519018568
778	0.2518549302
779	0.2517959548
780	0.2517414241
781	0.2516654599
782	0.2515983601
783	0.2515233234
784	0.2514719596
785	0.2514270171
786	0.2513479434
787	0.2512603779
788	0.2511727414
789	0.2511331532
790	0.2510709322
791	0.2509990165
792	0.2509419401
793	0.2508666833
794	0.2508025694
795	0.2507689518
796	0.2506817915
797	0.250640699
798	0.2505979989
799	0.2505112505
800	0.2504468295
801	0.2503614173
802	0.2502878148
803	0.2501904819
804	0.2501006319
805	0.2500333084
806	0.2499779629
807	0.2499159444
808	0.2498688197
809	0.2498147945
810	0.2497516056
811	0.249692061
812	0.2496086824
813	0.2495697999
814	0.249492684
815	0.2493916038
816	0.2493368414
817	0.2492720608
818	0.2492017563
819	0.2491422101
820	0.249053573
821	0.248987273
822	0.2489339243
823	0.2488558449
824	0.2488083302
825	0.2487634639
826	0.2486751302
827	0.2486130733
828	0.2485730997
829	0.2485011213
830	0.2484489524
831	0.2483925635
832	0.2483175257
833	0.2482615231
834	0.2482019985
835	0.2481677465
836	0.2481091131
837	0.2480309821
838	0.2479736684
839	0.2479139295
840	0.2478603667
841	0.2478155025
842	0.2477494647
843	0.2476787053
844	0.2476210458
845	0.2475400389
846	0.2474814481
847	0.2474392536
848	0.2473814367
849	0.2473327738
850	0.2472763822
851	0.2471991568
852	0.2471588055
853	0.2471087442
854	0.2470178017
855	0.2469660422
856	0.2469144843
857	0.246834613
858	0.2467724497
859	0.2467171205
860	0.2466526953
861	0.2466060855
862	0.246530709
863	0.2464643271
864	0.2464180394
865	0.2463788821
866	0.2463263383
867	0.246268344
868	0.2461959388
869	0.2461151699
870	0.2460402222
871	0.2459661532
872	0.2459120254
873	0.2458450384
874	0.2457859507
875	0.2457238189
876	0.2456645629
877	0.2456125438
878	0.2455509042
879	0.2454743592
880	0.2454219503
881	0.2453275822
882	0.2452701966
883	0.2452192339
884	0.2451625692
885	0.2451110181
886	0.2450366195
887	0.2450035394
888	0.2449351567
889	0.2448665608
890	0.2448199643
891	0.2447668532
892	0.2446872853
893	0.2446299818
894	0.244597324
895	0.2445495841
896	0.2444829108
897	0.2444191989
898	0.2443454978
899	0.2442846512
900	0.2442124475
901	0.24412908
902	0.2440568575
903	0.2439914788
904	0.243918189
905	0.2438678668
906	0.2438285295
907	0.2437766654
908	0.2437337367
909	0.2436664558
910	0.2436077484
911	0.2435423041
912	0.2434844505
913	0.2434234607
914	0.2433417552
915	0.2433128813
916	0.2432478751
917	0.2431499341
918	0.2431034702
919	0.2430477961
920	0.2429910866
921	0.2429560224
922	0.2428774492
923	0.2427971888
924	0.2427407934
925	0.242669147
926	0.2426233032
927	0.2425775475
928	0.2425338275
929	0.2424392148
930	0.242380739
931	0.2423224518
932	0.2422706583
933	0.2422326242
934	0.2421868121
935	0.2421159827
936	0.2420451231
937	0.2419848013
938	0.2419341452
939	0.2418646937
940	0.2417878721
941	0.2417295693
942	0.2416602406
943	0.2415995235
944	0.2415379241
945	0.2414661577
946	0.2413684576
947	0.2413273189
948	0.2412430316
949	0.2411598821
950	0.2410934065
951	0.2410367888
952	0.2409775727
953	0.2409145813
954	0.2408590092
955	0.2408027334
956	0.2407468186
957	0.2406858285
958	0.240628749
959	0.240589419
960	0.2405331863
961	0.2404675745
962	0.2403910732
963	0.240349875
964	0.2402714852
965	0.2402217166
966	0.2401712584
967	0.2401125138
968	0.2400534616
969	0.2400129744
970	0.2399443482
971	0.2399091473
972	0.2398575313
973	0.2397787661
974	0.2397179295
975	0.2396579595
976	0.2395807954
977	0.2395235756
978	0.239442262
979	0.2394073624
980	0.2393466976
981	0.2392822482
982	0.2392338753
983	0.2391938373
984	0.2391592832
985	0.2391258283
986	0.2390775967
987	0.2389937993
988	0.2389342009
989	0.2389055853
990	0.2388553043
991	0.2388015612
992	0.2387438393
993	0.2386885941
994	0.2386335784
995	0.2385831501
996	0.2385372988
997	0.2384938227
998	0.2384222723
999	0.2383557052
