iter	Passed	Remaining
409	75340	108416
410	75491	108186
411	75633	107942
412	75807	107746
413	75967	107528
414	76115	107294
415	76268	107068
416	76402	106817
417	76552	106587
418	76693	106346
419	76848	106123
420	76974	105862
421	77125	105636
422	77264	105394
423	77402	105151
424	77550	104920
425	77691	104682
426	77854	104475
427	78012	104260
428	78196	104079
429	78386	103907
430	78548	103699
431	78710	103490
432	78891	103305
433	79066	103114
434	79266	102955
435	79428	102746
436	79587	102534
437	79728	102300
438	79903	102109
439	80063	101898
440	80203	101663
441	80360	101450
442	80527	101250
443	80689	101043
444	80837	100819
445	80959	100563
446	81083	100310
447	81236	100094
448	81374	99861
449	81535	99654
450	81679	99427
451	81811	99187
452	81951	98956
453	82102	98740
454	82258	98529
455	82392	98293
456	82555	98090
457	82710	97880
458	82850	97651
459	83003	97439
460	83132	97198
461	83293	96995
462	83471	96812
463	83619	96594
464	83759	96368
465	83896	96138
466	84032	95908
467	84176	95687
468	84322	95469
469	84454	95235
470	84608	95027
471	84764	94820
472	84924	94619
473	85038	94367
474	85170	94135
475	85318	93922
476	85475	93718
477	85612	93492
478	85758	93277
479	85913	93072
480	86075	92875
481	86194	92631
482	86336	92413
483	86465	92181
484	86615	91972
485	86772	91771
486	86918	91558
487	87059	91340
488	87199	91122
489	87353	90918
490	87499	90707
491	87649	90500
492	87779	90272
493	87925	90061
494	88055	89834
495	88191	89613
496	88368	89434
497	88505	89216
498	88661	89016
499	88812	88812
500	88988	88632
501	89160	88450
502	89330	88264
503	89481	88061
504	89634	87859
505	89838	87708
506	90028	87542
507	90215	87374
508	90404	87207
509	90584	87032
510	90757	86850
511	90898	86637
512	91074	86458
513	91279	86306
514	91480	86151
515	91650	85966
516	91844	85804
517	92013	85618
518	92175	85426
519	92339	85236
520	92478	85023
521	92646	84837
522	92804	84642
523	92986	84468
524	93135	84265
525	93401	84168
526	93619	84026
527	93817	83867
528	94027	83718
529	94264	83593
530	94471	83440
531	94670	83281
532	94882	83133
533	95066	82960
534	95239	82778
535	95411	82594
536	95653	82472
537	95903	82355
538	96093	82187
539	96260	81999
540	96439	81821
541	96601	81629
542	96792	81462
543	96992	81302
544	97105	81069
545	97295	80901
546	97460	80712
547	97641	80536
548	97812	80352
549	98013	80192
550	98206	80027
551	98392	79854
552	98546	79657
553	98709	79466
554	98863	79268
555	99020	79074
556	99216	78909
557	99394	78731
558	99551	78536
559	99697	78333
560	99855	78139
561	100010	77943
562	100205	77779
563	100378	77597
564	100556	77419
565	100730	77238
566	100922	77071
567	101086	76882
568	101276	76713
569	101450	76532
570	101602	76335
571	101767	76148
572	101955	75977
573	102149	75811
574	102361	75658
575	102553	75490
576	102731	75312
577	102951	75165
578	103181	75024
579	103366	74851
580	103546	74674
581	103692	74473
582	103851	74281
583	104043	74113
584	104248	73953
585	104443	73787
586	104611	73602
587	104789	73424
588	104960	73240
589	105129	73056
590	105286	72863
591	105522	72724
592	105677	72530
593	105840	72342
594	105998	72150
595	106181	71975
596	106359	71797
597	106529	71613
598	106702	71431
599	106898	71265
600	107073	71085
601	107228	70891
602	107390	70703
603	107567	70524
604	107741	70343
605	107962	70193
606	108142	70016
607	108327	69842
608	108490	69654
609	108681	69485
610	108894	69328
611	109079	69155
612	109243	68967
613	109409	68781
614	109589	68604
615	109756	68419
616	109906	68224
617	110052	68025
618	110233	67849
619	110378	67651
620	110515	67448
621	110674	67258
622	110838	67072
623	111003	66886
624	111159	66695
625	111299	66495
626	111476	66316
627	111606	66111
628	111805	65945
629	111984	65768
630	112143	65580
631	112298	65388
632	112457	65200
633	112605	65005
634	112776	64824
635	112972	64657
636	113142	64475
637	113312	64293
638	113492	64117
639	113654	63930
640	113817	63744
641	113987	63563
642	114169	63388
643	114347	63210
644	114511	63025
645	114672	62839
646	114831	62651
647	115008	62473
648	115185	62295
649	115331	62101
650	115495	61917
651	115671	61738
652	115850	61562
653	116032	61387
654	116209	61209
655	116378	61027
656	116539	60841
657	116707	60659
658	116857	60467
659	117032	60289
660	117191	60102
661	117340	59910
662	117561	59755
663	117689	59553
664	117866	59376
665	118013	59184
666	118167	58995
667	118357	58824
668	118568	58664
669	118729	58478
670	118912	58304
671	119101	58132
672	119281	57956
673	119424	57763
674	119555	57563
675	119699	57370
676	119864	57188
677	120038	57009
678	120226	56837
679	120397	56657
680	120608	56496
681	120773	56313
682	120948	56135
683	121134	55962
684	121315	55787
685	121495	55611
686	121654	55426
687	121825	55246
688	122005	55070
689	122152	54880
690	122326	54701
691	122509	54527
692	122783	54393
693	122966	54218
694	123145	54042
695	123313	53860
696	123498	53687
697	123713	53526
698	123913	53359
699	124108	53189
700	124285	53011
701	124453	52830
702	124640	52657
703	124840	52489
704	125033	52318
705	125213	52142
706	125374	51958
707	125565	51787
708	125744	51610
709	125905	51426
710	126071	51244
711	126255	51069
712	126434	50893
713	126602	50711
714	126755	50525
715	126927	50345
716	127091	50163
717	127251	49978
718	127411	49795
719	127569	49610
720	127746	49433
721	127900	49247
722	128100	49078
723	128288	48905
724	128429	48714
725	128601	48535
726	128807	48369
727	128991	48194
728	129152	48011
729	129326	47833
730	129497	47653
731	129676	47477
732	129831	47291
733	129994	47109
734	130143	46922
735	130305	46740
736	130462	46555
737	130625	46373
738	130783	46190
739	130968	46016
740	131138	45836
741	131282	45647
742	131445	45466
743	131603	45283
744	131783	45107
745	131959	44930
746	132127	44750
747	132283	44566
748	132453	44386
749	132616	44205
750	132768	44020
751	132943	43842
752	133124	43667
753	133314	43495
754	133485	43316
755	133671	43142
756	133868	42972
757	134041	42794
758	134235	42622
759	134395	42440
760	134560	42260
761	134711	42075
762	134870	41892
763	135047	41716
764	135254	41548
765	135408	41364
766	135579	41186
767	135706	40994
768	135865	40812
769	136000	40623
770	136139	40435
771	136311	40257
772	136502	40085
773	136683	39910
774	136875	39737
775	137053	39561
776	137240	39388
777	137408	39209
778	137581	39031
779	137745	38851
780	137912	38671
781	138090	38495
782	138270	38320
783	138457	38146
784	138628	37968
785	138783	37785
786	138965	37610
787	139158	37438
788	139340	37263
789	139497	37081
790	139673	36904
791	139861	36731
792	140027	36551
793	140190	36371
794	140359	36193
795	140494	36006
796	140669	35829
797	140835	35650
798	141014	35474
799	141217	35304
800	141399	35129
801	141580	34953
802	141763	34778
803	141943	34603
804	142117	34425
805	142294	34249
806	142439	34065
807	142605	33886
808	142773	33708
809	142954	33532
810	143124	33354
811	143290	33175
812	143446	32994
813	143598	32812
814	143771	32635
815	143973	32464
816	144140	32285
817	144322	32110
818	144508	31936
819	144699	31763
820	144867	31584
821	145030	31405
822	145210	31229
823	145401	31056
824	145563	30877
825	145729	30698
826	145915	30524
827	146071	30343
828	146237	30164
829	146436	29993
830	146600	29814
831	146803	29642
832	146976	29465
833	147164	29291
834	147352	29117
835	147522	28939
836	147714	28766
837	147905	28592
838	148113	28422
839	148294	28246
840	148468	28069
841	148615	27887
842	148769	27706
843	148938	27528
844	149112	27352
845	149279	27173
846	149473	27000
847	149633	26821
848	149794	26641
849	149962	26463
850	150142	26288
851	150329	26113
852	150471	25931
853	150631	25751
854	150805	25575
855	150944	25392
856	151110	25214
857	151274	25036
858	151444	24858
859	151622	24682
860	151785	24504
861	151929	24322
862	152099	24145
863	152258	23966
864	152405	23785
865	152547	23604
866	152700	23424
867	152852	23244
868	153013	23066
869	153174	22888
870	153361	22713
871	153522	22535
872	153686	22357
873	153858	22181
874	154012	22001
875	154172	21823
876	154335	21645
877	154475	21464
878	154632	21286
879	154816	21111
880	154984	20934
881	155222	20766
882	155399	20590
883	155563	20413
884	155713	20233
885	155869	20055
886	156033	19877
887	156183	19698
888	156344	19521
889	156520	19345
890	156683	19167
891	156860	18992
892	157028	18815
893	157208	18639
894	157373	18462
895	157546	18286
896	157708	18109
897	157921	17937
898	158099	17762
899	158297	17588
900	158477	17413
901	158693	17241
902	158913	17070
903	159116	16897
904	159328	16725
905	159499	16548
906	159657	16370
907	159811	16192
908	159960	16013
909	160157	15839
910	160359	15666
911	160552	15491
912	160723	15315
913	160911	15140
914	161098	14965
915	161278	14789
916	161531	14620
917	161749	14448
918	161945	14273
919	162392	14121
920	162659	13952
921	162814	13773
922	162995	13597
923	163273	13429
924	163500	13256
925	163732	13084
926	163920	12908
927	164080	12730
928	164236	12551
929	164437	12377
930	164596	12198
931	164761	12021
932	164915	11842
933	165081	11665
934	165240	11487
935	165451	11312
936	165668	11138
937	165852	10962
938	166039	10786
939	166198	10608
940	166392	10432
941	166555	10255
942	166739	10078
943	166901	9900
944	167103	9725
945	167285	9549
946	167497	9374
947	167674	9197
948	167864	9021
949	168053	8844
950	168256	8669
951	168444	8493
952	168642	8317
953	168849	8141
954	169022	7964
955	169215	7788
956	169402	7611
957	169594	7435
958	169783	7258
959	169944	7081
960	170126	6904
961	170299	6727
962	170484	6550
963	170639	6372
964	170832	6195
965	171024	6019
966	171216	5842
967	171398	5666
968	171625	5490
969	171822	5314
970	172019	5137
971	172201	4960
972	172387	4783
973	172582	4606
974	172796	4430
975	172986	4253
976	173186	4077
977	173390	3900
978	173610	3724
979	173798	3546
980	173980	3369
981	174157	3192
982	174358	3015
983	174520	2837
984	174693	2660
985	174859	2482
986	175051	2305
987	175257	2128
988	175435	1951
989	175603	1773
990	175782	1596
991	175951	1418
992	176152	1241
993	176326	1064
994	176508	886
995	176683	709
996	176893	532
997	177057	354
998	177247	177
999	177434	0
